file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\providers\PaperProvider\src\main\java\net\ess3\provider\providers\PaperCommandSendListenerProvider.java,net.ess3.provider.providers.PaperCommandSendListenerProvider,class,5,5,0,5,5,2,0,9,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,2,0,2,0,3,1,0,0,1,19,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\utils\DownsampleUtil.java,com.earth2me.essentials.utils.DownsampleUtil$NamedTextColor,innerclass,2,2,0,2,4,1,0,4,0,0.5,-1,-1,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,19,3,0,0,0,2,0,5,3,2,3,0,0,0,0,14,26,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandbroadcast.java,com.earth2me.essentials.commands.Commandbroadcast,class,4,4,0,4,3,2,0,5,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,4,2,0,0,0,1,0,0,0,14,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandping.java,com.earth2me.essentials.commands.Commandping,class,3,3,0,3,3,2,0,4,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0,0,2,2,0,0,0,1,0,0,0,11,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\providers\BaseProviders\src\main\java\net\ess3\provider\PlayerLocaleProvider.java,net.ess3.provider.PlayerLocaleProvider,interface,2,4,2,2,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\api\IJails.java,com.earth2me.essentials.api.IJails,interface,3,5,2,3,9,1,0,0,36,0,0,0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\providers\BaseProviders\src\main\java\net\ess3\provider\providers\LegacySpawnEggProvider.java,net.ess3.provider.providers.LegacySpawnEggProvider,class,5,5,0,5,4,1,0,3,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,1,3,0,1,0,1,1,0,0,0,22,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\signs\EssentialsSign.java,com.earth2me.essentials.signs.EssentialsSign$ISign,interface,1,1,0,1,4,1,0,0,6,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\EssentialsGeoIP\src\main\java\com\earth2me\essentials\geoip\EssentialsGeoIPPlayerListener.java,com.earth2me.essentials.geoip.EssentialsGeoIPPlayerListener,class,18,20,2,18,49,1,0,67,3,0.5277778,0.33333334,0.33333334,6,0,2,3,0,1,3,0,1,0,6,0,0,6,0,0,4,0,12,203,10,4,9,4,1,55,10,40,5,31,6,0,0,0,104,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\net\ess3\api\events\AfkStatusChangeEvent.java,net.ess3.api.events.AfkStatusChangeEvent,class,4,6,2,4,5,4,0,0,6,0.6,0.2,0.2,5,1,5,0,0,0,5,0,0,0,2,1,0,2,0,0,2,0,0,21,3,0,0,0,0,0,0,2,0,2,0,0,1,0,29,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\AsyncTeleport.java,com.earth2me.essentials.AsyncTeleport,class,21,27,6,21,98,1,0,92,0,0.67,0.5816994,0.78431374,25,0,16,7,1,1,18,0,0,0,4,0,0,4,0,0,2,0,0,386,33,0,11,4,11,22,15,48,11,42,5,0,1,9,99,1,1
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandworth.java,com.earth2me.essentials.commands.Commandworth,class,8,9,1,8,27,2,0,30,15,0,0,0,6,0,3,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,4,100,8,2,8,2,0,15,20,16,0,11,5,0,0,0,44,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandnuke.java,com.earth2me.essentials.commands.Commandnuke,class,8,8,0,8,11,2,0,13,3,0.6666667,0,0,3,0,1,0,2,0,3,0,0,0,1,1,1,0,0,0,1,0,1,42,2,4,3,0,1,3,10,11,3,8,4,0,0,0,41,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\net\ess3\api\IItemDb.java,net.ess3.api.IItemDb$ItemResolver,interface,1,1,0,1,3,1,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\net\essentialsx\api\v2\events\UserMailEvent.java,net.essentialsx.api.v2.events.UserMailEvent,class,5,6,1,5,7,2,0,1,13,0.71428573,0.1904762,0.23809524,7,1,7,0,0,0,7,0,0,0,4,1,0,4,0,0,3,0,0,29,5,0,0,0,0,0,0,4,0,4,0,0,0,0,47,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\EssentialsDiscord\src\main\java\net\essentialsx\api\v2\services\discord\InteractionCommandArgument.java,net.essentialsx.api.v2.services.discord.InteractionCommandArgument,class,1,10,9,1,5,1,0,0,2,0.6,0.4,1,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,4,0,0,24,4,0,0,0,0,0,0,4,0,4,0,0,0,0,36,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\api\IWarps.java,com.earth2me.essentials.api.IWarps,interface,3,9,6,3,10,1,0,0,45,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\net\ess3\api\events\teleport\TeleportWarmupEvent.java,net.ess3.api.events.teleport.TeleportWarmupEvent,class,5,5,0,5,6,3,0,0,1,0.5,0.46666667,0.46666667,6,1,6,0,0,0,6,0,0,0,2,1,0,2,0,0,1,0,0,24,3,0,0,0,0,0,0,4,0,2,0,0,0,0,43,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\providers\NMSReflectionProvider\src\main\java\net\ess3\nms\refl\providers\ReflSyncCommandsProvider.java,net.ess3.nms.refl.providers.ReflSyncCommandsProvider,class,2,2,0,2,6,1,0,7,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,3,26,1,0,1,2,0,3,0,4,0,3,2,0,0,0,17,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandunbanip.java,com.earth2me.essentials.commands.Commandunbanip,class,8,8,0,8,7,2,0,15,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,4,5,5,0,3,2,0,0,0,25,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\net\ess3\api\events\FlyStatusChangeEvent.java,net.ess3.api.events.FlyStatusChangeEvent,class,3,3,0,3,3,4,0,0,1,0.33333334,0.33333334,0.33333334,3,1,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,20,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\EssentialsDiscordLink\src\main\java\net\essentialsx\discordlink\commands\discord\AccountInteractionCommand.java,net.essentialsx.discordlink.commands.discord.AccountInteractionCommand,class,6,7,1,6,11,1,0,10,17,0.71428573,0.0952381,0.14285715,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,2,0,0,37,7,0,2,0,0,9,0,5,0,5,1,0,0,0,29,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandmail.java,com.earth2me.essentials.commands.Commandmail$ClearAll,innerclass,1,1,0,1,3,1,0,4,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,1,0,1,2,0,0,0,11,2,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandspawner.java,com.earth2me.essentials.commands.Commandspawner,class,11,11,0,11,13,2,0,29,1,0.5,0,0,2,0,1,0,1,0,2,0,0,0,1,1,0,1,0,0,1,0,3,50,0,0,2,1,0,13,10,9,2,8,2,0,0,0,41,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandsudo.java,com.earth2me.essentials.commands.Commandsudo$1SudoCommandTask,innerclass,1,1,0,1,2,1,0,3,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,2,0,0,1,0,1,0,0,0,8,0,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\net\essentialsx\api\v2\events\HelpopMessageSendEvent.java,net.essentialsx.api.v2.events.HelpopMessageSendEvent,class,4,4,0,4,6,2,0,0,7,0.6666667,0.26666668,0.46666667,6,1,6,0,0,0,6,0,0,0,4,1,0,4,0,0,4,0,0,26,5,0,0,0,0,0,0,4,0,4,0,0,0,0,28,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandjails.java,com.earth2me.essentials.commands.Commandjails,class,3,3,0,3,3,2,0,5,1,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,4,1,0,0,0,1,0,0,0,8,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandrealname.java,com.earth2me.essentials.commands.Commandrealname,class,5,5,0,5,9,2,0,15,1,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,1,0,0,2,2,4,0,3,2,0,0,0,21,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\net\ess3\api\events\VanishStatusChangeEvent.java,net.ess3.api.events.VanishStatusChangeEvent,class,3,4,1,3,3,4,0,0,1,0.33333334,0.33333334,0.33333334,3,1,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,34,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\providers\BaseProviders\src\main\java\net\ess3\provider\providers\ModernDataWorldInfoProvider.java,net.ess3.provider.providers.ModernDataWorldInfoProvider,class,2,2,0,2,4,1,0,3,6,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,1,0,0,0,0,0,0,0,0,17,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\api\InvalidNameException.java,com.earth2me.essentials.api.InvalidNameException,class,0,0,0,0,1,3,0,0,0,1,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,32,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\EssentialsDiscordLink\src\main\java\net\essentialsx\discordlink\EssentialsDiscordLink.java,net.essentialsx.discordlink.EssentialsDiscordLink,class,20,26,6,20,22,2,0,35,23,0.7714286,0.24444444,0.8,10,0,10,0,0,0,10,0,0,0,7,0,0,7,0,0,0,0,1,87,11,0,5,3,1,10,1,9,0,9,2,0,0,2,52,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\EssentialsSpawn\src\main\java\net\essentialsx\api\v2\events\UserTeleportSpawnEvent.java,net.essentialsx.api.v2.events.UserTeleportSpawnEvent,class,5,6,1,5,9,2,0,0,24,0.77777773,0.16666667,0.33333334,9,1,9,0,0,0,9,0,0,0,6,1,0,6,0,0,5,0,0,38,7,0,0,0,0,0,0,7,0,6,0,0,0,0,45,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\Mob.java,com.earth2me.essentials.Mob$Enemies,enum,0,0,0,0,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,5,0,0,0,0,0,4,0,1,0,1,0,0,0,0,16,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandsocialspy.java,com.earth2me.essentials.commands.Commandsocialspy,class,4,4,0,4,7,3,0,13,6,0,0,0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,4,0,1,0,0,1,0,0,0,20,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\EssentialsDiscordLink\src\main\java\net\essentialsx\api\v2\services\discordlink\DiscordLinkService.java,net.essentialsx.api.v2.services.discordlink.DiscordLinkService,interface,2,8,6,2,9,1,0,2,21,0,0,0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,80,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\commands\Commandignore.java,com.earth2me.essentials.commands.Commandignore,class,4,4,0,4,15,2,0,20,3,0,0,0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,51,3,1,5,1,0,8,5,5,0,4,3,0,0,0,29,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\signs\Signs.java,com.earth2me.essentials.signs.Signs,enum,25,27,2,25,2,1,0,0,0,0,1,1,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,53,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\com\earth2me\essentials\Trade.java,com.earth2me.essentials.Trade,class,10,21,11,10,105,1,0,72,36,0.75,0.3625731,0.61403507,20,2,19,1,0,0,19,0,0,0,7,1,0,7,0,0,6,0,8,326,20,2,37,5,4,76,16,21,15,16,5,0,2,0,87,1,0
C:\Users\abhi\Downloads\Files\EssentialsX\Essentials\Essentials\src\main\java\net\ess3\api\events\StateChangeEvent.java,net.ess3.api.events.StateChangeEvent,class,3,7,4,3,6,2,2,0,3,0.5555556,0.4,0.46666667,6,0,6,0,0,0,6,0,0,0,3,0,0,1,0,2,2,0,0,27,3,0,0,0,0,0,0,6,0,3,0,0,0,0,36,1025,0
