file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-core\src\test\java\org\springframework\integration\aggregator\AggregatingMessageGroupProcessorHeaderTests.java,org.springframework.integration.aggregator.AggregatingMessageGroupProcessorHeaderTests$TestAggregatorBean,innerclass,0,0,0,0,3,1,0,2,1,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,1,0,1,0,1,1,0,0,0,10,10,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-core\src\test\java\org\springframework\integration\splitter\MethodInvokingSplitterTests.java,org.springframework.integration.splitter.MethodInvokingSplitterTests$MultiplePublicMethodTestBean,innerclass,0,0,0,0,2,1,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,9,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-amqp\src\test\java\org\springframework\integration\amqp\config\AmqpChannelParserTests.java,org.springframework.integration.amqp.config.AmqpChannelParserTests,class,17,18,1,17,4,1,0,16,4,0.6875,0.33333334,0.33333334,4,0,3,1,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,46,0,0,0,0,0,28,4,5,0,8,0,0,1,0,39,1,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-stomp\src\main\java\org\springframework\integration\stomp\support\IntegrationStompHeaders.java,org.springframework.integration.stomp.support.IntegrationStompHeaders,class,0,0,0,0,0,1,0,2,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,15,15,14,0,0,1,15,0,2,17,0,0,0,0,0,1,0,15,13,15,0,0,0,0,32,1025,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-core\src\test\java\org\springframework\integration\gateway\GatewayInterfaceTests.java,org.springframework.integration.gateway.GatewayInterfaceTests$ImportedGateway,interface,1,1,0,1,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-scripting\src\main\java\org\springframework\integration\scripting\ScriptingException.java,org.springframework.integration.scripting.ScriptingException,class,1,3,2,1,2,2,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-file\src\test\java\org\springframework\integration\file\FileWritingMessageHandlerTests.java,org.springframework.integration.file.FileWritingMessageHandlerTests,class,20,21,1,20,43,1,0,102,0,0.587963,0.6333333,0.7380952,36,0,30,0,1,5,36,0,0,0,6,2,0,3,0,3,2,0,12,499,6,2,0,1,1,72,76,121,11,131,2,1,0,10,180,1,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\config\InnerPollerParserTests.java,org.springframework.integration.jdbc.config.InnerPollerParserTests,class,6,7,1,6,7,1,0,7,6,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,3,0,74,0,6,4,6,1,0,0,0,71,1,0
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-jpa\src\test\java\org\springframework\integration\jpa\test\Consumer.java,org.springframework.integration.jpa.test.Consumer,class,3,5,2,3,2,1,0,4,0,0.25,1,1,2,0,2,0,0,0,2,0,0,2,2,2,0,2,0,0,2,0,0,11,1,0,0,0,0,1,0,2,1,2,0,0,0,0,20,17,1
C:\Users\abhi\Downloads\Files\spring_integration\spring-integration\spring-integration-core\src\test\java\org\springframework\integration\aggregator\integration\ResequencerIntegrationTests.java,org.springframework.integration.aggregator.integration.ResequencerIntegrationTests,class,14,14,0,14,3,1,0,21,0,0,1,1,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,77,0,0,0,0,0,45,34,29,0,23,0,0,0,0,45,1,0
